Species_ID	Gene_ID	Group	Annotation	Main_catalytic_domain_(Pssm-ID)	Additional_domains_(Pssm-ID)	Notes
Hruf	XP_046371537.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Hruf	XP_048259351.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mcal	XP_052104484.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mcor	CAC5405696.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Medu	CAG2193433.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mgal	VDI24297.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mmar	MMAM00000030730	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mmer	XP_045162348.2	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mmod	DN60588.c0.g1.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mner	g133265.t1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Mphi	scaf.15017.0.3	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Obim	XP_052824454.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Oedu	XP_048737541.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pcan	XP_025105677.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pcan	XP_025106039.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pcan	XP_025105724.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pcor	DN81635.c0.g2.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pcor	DN81635.c0.g1.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pgen	DN112984.c0.g1.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pmar	DN28516.c0.g1.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pmax	XP_033734631.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Poku	DN41090.c0.g2.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pstr	KAK3604690.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pvir	s00383g35	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Pyes	XP_021363790.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Rphi	XP_060589805.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Sbro	EVM0011335.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Sbro	EVM0012606.1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Scon	Chr3.2805	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Sglo	Sgl014601	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Sgra	DN49488.c0.g1.i1.p1	Fox	Fox-G	Forkhead_domain_G_(410795)	N/A	-
Airc	Contig18244.2	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Airc	Contig178.106	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Amar	Ama16564	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Amar	Ama05868	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Cang	XP_052684756.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Cari	EVM0021377.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Cflu	DN138466.c0.g1.i1.p1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Cgig	XP_034313225.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Csin	Hic.asm.14.811	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Cvir	XP_022314590.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Hbia	M00000018729	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Hruf	XP_048254913.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Hruf	XP_048255113.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mcor	CAC5408624.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mcor	CAC5397897.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mcor	CAC5397906.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mcor	CAC5403969.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Medu	CAG2228903.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Medu	CAG2188004.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Medu	CAG2252853.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Medu	CAG2202596.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mgal	VDI62725.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mgal	VDH93947.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mgal	VDI20844.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mmar	MMAM00000022684	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mmer	XP_053378216.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mmer	XP_045194303.2	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mmer	XP_045198985.2	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mner	g213542.t1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mphi	scaf.17325.0.4	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Mphi	scaf.28666.1.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Oedu	XP_048759429.2	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Pcan	XP_025075954.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Pcor	DN116957.c0.g1.i1.p1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Pmax	XP_033755807.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Pstr	KAK3603859.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Pvir	s75596g33	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Pvir	s00234g131	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Rphi	XP_060558970.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Rphi	XP_060567331.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Rphi	XP_060604067.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Sbro	EVM0016618.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Sbro	EVM0013817.1	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Scon	Chr11.1359	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Scon	Chr2.2082	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Sglo	Sgl013003	Fox	Fox-H	Forkhead_domain_H_(410796)	N/A	-
Acal	XP_005108651.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Airc	Contig775.5	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Amar	Ama02822	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Apec	DN20109.c0.g1.i6.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Apur	scaffold.797.10	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Bgla	XP_013064514.2	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cang	XP_052689275.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cari	EVM0003558.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cflu	DN127407.c0.g2.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cgig	XP_011445234.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cpli	DN65792.c0.g1.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Csin	Hic.asm.0.1540	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cvir	XP_022319181.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Cvir	XP_022319268.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Dpol	XP_052265485.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Gaeg	XP_041362703.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Hbia	M00000003225	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Hruf	XP_046330175.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Lorb	DN146717.c0.g1.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mare	XP_052764656.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mare	XP_052816854.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mare	XP_052764667.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mare	XP_052775202.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mare	XP_052775217.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mare	XP_052775230.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mcal	XP_052068038.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mchi	DN41583.c0.g1.i5.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mcor	CAC5405074.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Medu	CAG2242807.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mgal	VDI12691.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mmar	MMAM00000019873	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mmer	XP_045212565.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mmod	DN23659.c0.g1.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mner	g198765.t1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Mphi	scaf.33310.2.9	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Obim	XP_052824622.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Oedu	XP_048763213.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Osin	XP_029638410.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pcan	XP_025095423.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pcor	DN84891.c0.g1.i2.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pcor	DN480.c0.g2.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pcor	DN84891.c0.g2.i2.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pgen	DN2399.c8.g1.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pmar	DN32837.c1.g1.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pmax	XP_033752519.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Poku	DN19777.c2.g1.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Ppur	DN2521.c0.g1.i4.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pstr	KAK3579229.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pvir	s01693g10	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Pyes	XP_021351058.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Rdec	DN22834.c9.g7.i1.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Rphi	XP_060587750.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Sbro	EVM0018668.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Scon	Chr1.3201	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Scon	Chr1.3198	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Sglo	Sgl000050	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Sgra	DN10939.c0.g1.i11.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Tgra	KAJ8318321.1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Tsqu	DN6625.c2.g1.i2.p1	Fox	Fox-J1	Forkhead_domain_J1_(410797)	N/A	-
Acal	XP_005111247.3	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Airc	Contig53.201	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Amar	Ama34942	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Apur	scaffold.11801.24	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Bgla	XP_013070049.1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Cang	XP_052716138.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Cari	EVM0008910.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Cflu	DN58808.c0.g1.i1.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Cgig	XP_011422959.2	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Cpli	DN78731.c5.g1.i2.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Csin	Hic.asm.4.381	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Cvir	XP_022341777.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Dpol	XP_052285372.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Gaeg	XP_041378546.1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Hbia	M00000010754	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Hruf	XP_048247606.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mare	XP_052759824.1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Mare	XP_052759802.1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Mcal	XP_052082445.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mchi	DN34970.c0.g1.i2.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mcor	CAC5378041.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Medu	CAG2221519.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mgal	VDI57447.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mgal	VDI57448.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mmar	MMAM00000017129	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mmer	XP_053378821.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mmer	XP_053379966.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mmod	DN38610.c0.g1.i1.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Mphi	scaf.40576.0.4	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Obim	XP_052832979.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Oedu	XP_048739234.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Osin	XP_029651657.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Pcan	XP_025081218.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Pcor	DN2942.c0.g1.i5.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Pcor	DN2942.c0.g4.i3.p1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Pcor	DN2942.c0.g4.i3.p2	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Pgen	DN5381.c0.g1.i7.p1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Pmar	DN41364.c0.g1.i3.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Pmax	XP_033763328.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Poku	DN14771.c0.g2.i3.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Ppur	DN2181.c0.g1.i5.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Pstr	KAK3583417.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Pvir	s00019g6	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Pyes	XP_021374633.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Rphi	XP_060577634.1	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Sbro	EVM0013081.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Scon	Chr12.800	Fox	Fox-J2/3	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Sglo	Sgl003279	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Sgra	DN1042.c0.g1.i2.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Tgra	KAJ8320220.1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Tsqu	DN10376.c0.g1.i2.p1	Fox	Fox-J2/3	Forkhead_domain_J3_(410826)	N/A	-
Acal	XP_005092494.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Apur	scaffold.855.43	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Bgla	XP_013090285.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Cang	XP_052688140.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Cari	EVM0009067.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Cgig	XP_011416099.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Cpli	DN64350.c0.g1.i1.p1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Cvir	XP_022316096.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Gaeg	XP_041362451.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Hbia	M00000008333	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Hruf	XP_048248693.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Mmar	MMAM00000012630	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Mphi	scaf.14580.0.11	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828;_partial)	-
Obim	XP_014772374.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Oedu	XP_048761057.2	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Osin	XP_029646877.1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Rdec	DN21696.c3.g1.i1.p1	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828;_partial)	-
Sglo	Sgl000589	Fox	Fox-K	Forkhead_domain_K_(410800)	Forkhead_associated_(FHA)_domain_(410828)	-
Acal	XP_012940028.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Airc	Contig58.64	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Amar	Ama17914	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Apec	DN74037.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Apur	scaffold.122.2	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Bgla	XP_055890278.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Cang	XP_052718686.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Cari	EVM0019009.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Cgig	XP_011417586.2	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Cpli	DN157469.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Csin	Hic.asm.17.1225	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Cvir	XP_022346240.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Dpol	XP_052252043.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Gaeg	XP_041375667.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Hbia	M00000031057	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Hruf	XP_046344397.2	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Lorb	DN104458.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mare	XP_052817971.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mare	XP_052817977.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mcal	XP_052063315.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mcor	CAC5374005.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Medu	CAG2206845.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mgal	VDI22484.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mgal	VDH97507.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mmar	MMAM00000028776	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mmer	XP_053402988.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mmod	DN51324.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mner	g268924.t1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Mphi	scaf.69950.0.0	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Obim	XP_014785001.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Oedu	XP_048762056.2	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pcan	XP_025076243.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pcor	DN28326.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pcor	DN187497.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pmar	DN30135.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pmax	XP_033755354.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Ppur	DN73831.c0.g1.i1.p1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pstr	KAK3590991.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pvir	s02023g11	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Pyes	XP_021346965.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Rphi	XP_060608039.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Sbro	EVM0016190.1	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Scon	Chr11.868	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Sglo	Sgl009486	Fox	Fox-L1	Forkhead_domain_L1_(410801)	N/A	-
Acal	XP_005101910.2	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Airc	Contig551.34	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Amar	Ama34673	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Apur	scaffold.84.159	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Bgla	XP_055865110.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cang	XP_052718506.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cari	EVM0021728.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cflu	DN127322.c6.g2.i2.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cgig	NP_001295827.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cpli	DN75086.c5.g1.i2.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Csin	Hic.asm.4.274	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cvir	XP_022345405.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Cvir	XP_022345173.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Dpol	XP_052212727.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Gaeg	XP_041378252.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Hbia	M00000035173	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Hruf	XP_048250285.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Lorb	DN129129.c0.g1.i1.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mare	XP_052760962.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mcal	XP_052082415.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mcor	CAC5401149.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Medu	CAG2239672.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mgal	VDI49865.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mgal	VDI49864.1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mmar	MMAM00000016212	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mmer	XP_045161614.2	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
Mmod	DN2410.c0.g1.i1.p1	Fox	Fox-L2	Forkhead_domain_L2_(410802)	N/A	-
